5.099984739999999874e+02,9.502115916669804513e-03
5.101018680000000245e+02,1.147728707409648857e-03
5.102024230000000102e+02,9.683324193705562105e-03
5.102969059999999786e+02,1.050444960090002149e-02
5.104013669999999934e+02,1.308578301185427638e-03
5.104974060000000122e+02,-3.605561062551565672e-03
5.106019900000000007e+02,3.621478474551559530e-03
5.107017819999999801e+02,1.002478260535400942e-02
5.108012699999999882e+02,7.083613949657275449e-03
5.108965759999999818e+02,-3.914689948349071207e-04
5.109985960000000205e+02,7.559733854499330573e-03
5.111017150000000129e+02,4.345565510584871276e-03
5.111992490000000089e+02,-6.757271442970272032e-03
5.113019409999999993e+02,1.025537797090961788e-03
5.113988650000000007e+02,-7.277462784586691789e-03
5.114978939999999739e+02,6.740223897016747387e-03
5.115996700000000033e+02,5.554700890191514341e-03
5.116954039999999964e+02,-4.969349917939846172e-03
5.117986450000000218e+02,8.378469053312019880e-04
5.119000849999999900e+02,-1.094662559381897726e-03
5.120031129999999848e+02,1.553942841647033748e-03
5.120944819999999709e+02,2.521405587372648784e-03
5.122008670000000166e+02,-4.754302866779616145e-03
5.122994999999999663e+02,6.998711010707588803e-03
5.123959350000000086e+02,-3.195651322825300220e-03
5.125015260000000126e+02,-4.133045025073279512e-03
5.125979610000000548e+02,3.662998776866229107e-03
5.126983639999999696e+02,8.672551333991888748e-04
5.127982789999999795e+02,8.896626382973804939e-03
5.128956299999999828e+02,5.554189047216470491e-03
5.130031739999999445e+02,2.424639791384759942e-03
5.131013789999999517e+02,-2.415575316315976984e-03
5.132028199999999742e+02,-2.332796802828727371e-03
5.132995610000000397e+02,-6.824134129128574082e-03
5.133997799999999643e+02,-3.523916721962973438e-04
5.135069580000000542e+02,-4.650536250726162307e-03
5.135986329999999498e+02,-6.644427376495292466e-04
5.137001950000000079e+02,4.970168608104586286e-03
5.138038330000000542e+02,-5.475334046188733497e-03
5.138990479999999934e+02,3.993625076227763464e-03
5.140037230000000363e+02,1.560366417230341302e-03
5.141015619999999444e+02,7.918044975785756834e-03
5.142005619999999908e+02,1.267809769027115549e-02
5.143001100000000179e+02,2.462459560903193859e-03
5.143997799999999643e+02,4.708215232699366690e-03
5.145027469999999994e+02,-4.400833968426624853e-04
5.146030269999999973e+02,7.237912992673675022e-04
5.146995239999999967e+02,2.770330496282092997e-04
5.147985840000000053e+02,1.332241023681471348e-03
5.149064939999999524e+02,1.262511965171872832e-04
5.150037230000000363e+02,9.324135255036928530e-04
5.151002200000000357e+02,-4.966516627875700897e-03
5.151978149999999914e+02,5.391899464532786714e-03
5.152993159999999762e+02,-4.684216447425957990e-03
5.154058230000000549e+02,3.915057961923680031e-03
5.154990840000000389e+02,9.902299587564562799e-03
5.156013789999999517e+02,8.179324160016250220e-03
5.156997069999999894e+02,-4.306986960653265005e-04
5.157956540000000132e+02,-4.655647980497176243e-03
5.158995969999999716e+02,4.730196526970559950e-03
5.160004269999999451e+02,9.165783282662832640e-03
5.161022950000000264e+02,-6.582631881200629205e-03
5.162011720000000423e+02,-4.624159467751663873e-03
5.163040160000000469e+02,-1.874214441598781545e-04
5.163987429999999677e+02,4.899500983637273405e-03
5.165007930000000442e+02,-5.191015793208445320e-03
5.165933230000000549e+02,-2.023015702285895206e-03
5.167029420000000073e+02,3.744121992766755950e-03
5.168041990000000396e+02,-1.134557830835518453e-03
5.169038699999999835e+02,-3.417523550061869753e-03
5.170000000000000000e+02,3.561615290204828664e-03
5.170978999999999814e+02,-4.913174103483770351e-03
5.172017210000000205e+02,-1.522696478464279080e-03
5.172965699999999742e+02,-3.459165567177181246e-03
5.174005740000000060e+02,-1.673323455338954257e-03
5.174975590000000238e+02,7.602400357883629459e-03
5.176044309999999768e+02,8.156943237903318406e-03
5.176938480000000027e+02,-4.502640686195942543e-03
5.177990109999999504e+02,5.933022822066524480e-04
5.179008790000000317e+02,-5.547826081244812586e-03
5.180039060000000291e+02,2.399686293288866550e-03
5.180978390000000218e+02,-1.402333224018623061e-03
5.181951289999999517e+02,-1.491203129072773709e-03
5.183000489999999445e+02,3.226988915432290380e-03
5.184016110000000026e+02,-7.151871802195187196e-04
5.185054930000000013e+02,2.099212384384673002e-03
5.186005249999999478e+02,-7.344530230338840822e-04
5.187023319999999558e+02,-8.592616758237497931e-03
5.188002930000000106e+02,-2.342516383563484576e-03
5.189013670000000502e+02,7.223760351729122684e-04
5.190006710000000112e+02,-9.632090444092960375e-04
5.191050420000000258e+02,-2.498182559553166222e-03
5.192005000000000337e+02,7.489719691547217645e-03
5.192985230000000456e+02,-7.927941356816207638e-04
5.193997799999999643e+02,1.014921477971078009e-04
5.194981080000000020e+02,-3.683905064516566148e-04
5.196005249999999478e+02,2.876613108705272735e-03
5.196994019999999637e+02,-1.332424924944798454e-04
5.198032230000000027e+02,-8.994899761902999669e-03
5.198989870000000337e+02,-7.683089402918772716e-03
5.199992680000000291e+02,-6.612532790667760823e-04
5.200999759999999696e+02,3.420694222662103330e-03
5.202006840000000238e+02,4.009819126377402003e-03
5.202997440000000324e+02,-3.164068091451053676e-03
5.203971559999999954e+02,-1.011967151632201766e-05
5.205001220000000330e+02,9.110170152207550446e-05
5.205994869999999537e+02,-3.311048319022374519e-03
5.206892699999999650e+02,-4.777208414712214891e-03
5.208003539999999703e+02,4.981570015162396781e-03
5.208932499999999663e+02,1.656438247618749818e-03
5.210056759999999940e+02,5.132287662064490170e-03
5.211021120000000337e+02,-8.591149056440943246e-03
5.211995849999999564e+02,3.019866794200824853e-03
5.212990720000000238e+02,-1.920528927420838599e-03
5.214000849999999900e+02,-9.178414276451069692e-03
5.214995730000000549e+02,-3.258928194629612252e-03
5.215990600000000086e+02,-9.463203387560602644e-04
5.217037350000000515e+02,-9.298326963990782151e-03
5.218004150000000436e+02,4.442504841238650685e-03
5.218998410000000376e+02,4.786278464734637639e-03
5.220031739999999445e+02,1.014492650861761490e-03
5.221029049999999643e+02,3.085969481637666420e-03
5.221976319999999987e+02,5.318691240745839453e-03
5.222948000000000093e+02,-7.314454415277441522e-03
5.224030760000000555e+02,5.459997458241442475e-03
5.224984130000000278e+02,-6.180936383267073616e-04
5.225986940000000232e+02,-3.129884999718258575e-03
5.226999510000000555e+02,1.234769534196673325e-02
5.227999270000000251e+02,-5.015287077262301592e-04
5.229020389999999452e+02,2.329542602789564775e-03
5.230039060000000291e+02,-5.446322091961422820e-03
