

biggs fits for each element
 PHOTO ELECTRIC COEFFICIENTS NOS.1 THROUGH 100 AS OF REPORT SC-RR-870070        
  UPDATED FEBRUARY 1987
 27  3  .093  .779     4.581E-01   -8.228E+02  1.982E+03 -1.782E+02  4.937E+00  
 27  4  .779  7.709    4.581E-01    2.092E+01  3.311E+02  1.820E+04 -9.303E+03  
 27  5  7.709  100.    4.581E-01    4.947E-02 -2.478E+02  2.586E+05 -7.185E+05  
 27  6  100.  500.     4.581E-01    3.588E-01 -1.492E+02  2.296E+05  8.856E+05  
 27  7  500.  100000.  4.581E-01    1.154E-01  1.796E+02  6.740E+04  3.100E+07
 28  1   .01   .1      4.771E-01    8.515E+03 -2.121E+02  2.132E+00 -7.667E-03
 28  2   .1   .854     4.771E-01   -1.021E+03  2.388E+03 -2.361E+02  7.261E+00 
 28  3  .854   .871    4.771E-01    0.         6.600E+03  0.         0.         
 28  4  .871  1.008    4.771E-01    0.         9.810E+03  0.         0.         
 28  5  1.008  8.332   4.771E-01   -1.175E+02  2.171E+03  1.514E+04 -6.042E+03  
 28  6   8.332 100.    4.771E-01    1.685E-02 -2.522E+02  3.005E+05 -9.000E+05  
 28  7  100.  500.     4.771E-01    4.681E-01 -2.085E+02  2.782E+05  4.399E+05  
 28  8  500.  100000.  4.771E-01    1.364E-01  2.148E+02  8.039E+04  3.626E+07
 29  1   .01   .1      4.564E-01    9.992E+03 -3.780E+02  5.657E+00 -2.788E-02
 29  2   .1   .933     4.564E-01   -8.896E+02  2.391E+03 -1.986E+02  3.649E+00
 29  3  .933  1.096    4.564E-01   -5.089E+02  4.139E+03  7.468E+03 -6.981E+02  
 29  4  1.096 8.981    4.564E-01   -9.173E+01  1.862E+03  1.777E+04 -8.202E+03  
 29  5  8.981  100.    4.564E-01    7.440E-03 -2.371E+02  3.202E+05 -1.028E+06  
 29  6  100.  500.     4.564E-01    4.729E-01 -2.055E+02  3.000E+05  2.182E+05  
 29  7  500.  100000.  4.564E-01    1.472E-01  2.345E+02  8.644E+04  3.990E+07
 30  1   .01   .0307   4.588E-01    1.479E+03  0.         0.         0.
 30  2  .0307  .109    4.588E-01    1.325E+04 -6.762E+02  1.188E+01 -6.785E-02
 30  3  .109   1.020   4.588E-01   -1.330E+03  3.104E+03 -3.092E+02  8.946E+00
 30  4  1.020  1.043   4.588E-01   -2.807E+04  1.091E+05 -1.511E+05  7.897E+04  
 30  5  1.043  1.193   4.588E-01   -3.057E+03  1.385E+04  3.780E+02 -2.163E+02  
 30  6  1.193 9.659    4.588E-01   -8.018E+01  1.794E+03  2.095E+04 -1.070E+04  
 30  7  9.659  100.    4.588E-01   -1.158E+00 -3.871E+01  3.499E+05 -1.154E+06  
 30  8  100.   500.    4.588E-01    4.820E-01 -1.832E+02  3.296E+05  6.802E+05  
 30  9  500.  100000.  4.588E-01    1.669E-01  2.696E+02  1.000E+05  4.382E+07
 31  1   .01  .0278    4.446E-01    1.479E+03  0.         0.         0.
 31  2  .0278 .076     4.446E-01    1.211E+04 -7.144E+02  1.535E+01 -1.030E-01
 31  3  .076  1.115    4.446E-01   -1.199E+03  3.215E+03 -3.594E+02  1.152E+01
 31  4  1.115 1.142    4.446E-01   -1.457E+04  6.363E+04 -1.011E+05  6.416E+04  
 31  5  1.142 1.298    4.446E-01    3.470E+03 -8.674E+03  2.548E+04 -8.411E+03  
 31  6  1.298 10.367   4.446E-01   -9.431E+01  2.078E+03  2.172E+04 -1.101E+04  
 31  7  10.367 100.    4.446E-01   -1.253E+00 -2.897E+01  3.783E+05 -1.357E+06  
 31  8  100.   500.    4.446E-01    5.591E-01 -2.217E+02  3.625E+05  3.392E+05  
 31  9  500.  100000.  4.446E-01    1.949E-01  2.371E+02  1.767E+05  2.400E+07  
 32  1  .01    .0305   4.408E-01    4.941E+03  0.         0.         0.
 32  2  .0305 .1       4.408E-01    1.269E+04 -9.339E+02  2.767E+01 -1.952E-01
 32  3   .1   1.217    4.408E-01   -1.358E+03  3.695E+03 -4.569E+02  1.599E+01
 32  4  1.217  1.248   4.408E-01   -7.402E+03  3.636E+04 -6.670E+04  5.346E+04  
 32  5  1.248 1.413    4.408E-01   -3.400E+02  3.232E+03  1.163E+04 -1.089E+03  
 32  6  1.413 11.104   4.408E-01   -5.940E+01  1.646E+03  2.621E+04 -1.507E+04  
 32  7  11.104 100.    4.408E-01   -2.025E+00  1.283E+02  4.069E+05 -1.510E+06  
 32  8  100.   500.    4.408E-01    6.478E-01 -2.603E+02  4.045E+05 -5.153E+04  
 32  9   500. 100000.  4.408E-01    2.155E-01  2.609E+02  2.074E+05  2.220E+07  
 33  1   .01   .0371   4.405E-01    2.547E+03  0.         0.         0.
 33  2  .0371  .1      4.405E-01    2.402E+04 -3.110E+03  1.364E+02 -1.877E+00
 33  3  .1    1.323    4.405E-01   -1.536E+03  4.198E+03 -5.497E+02  1.920E+01
 33  4  1.323  1.359   4.405E-01   -4.525E+03  2.468E+04 -5.133E+04  5.102E+04  
 33  5  1.359  1.529   4.405E-01   -3.858E+02  1.013E+04  3.603E+03 -7.657E+02  
 33  6   1.529 11.867  4.405E-01   -5.339E+01  1.649E+03  2.950E+04 -1.800E+04  
 33  7  11.867 100.    4.405E-01   -1.655E+00  8.588E+01  4.504E+05 -1.795E+06  
 33  8   100.  500.    4.405E-01    7.880E-01 -3.490E+02  4.641E+05 -1.258E+06  
 33  9   500. 100000.  4.405E-01    2.393E-01  2.906E+02  2.360E+05  2.145E+07  
 34  1   .01   .0371   4.306E-01    1.577E+03  0.         0.         0.
 34  2  .0371  .114    4.306E-01    1.806E+04 -2.230E+03  9.408E+01 -1.263E+00
 34  3  .114   1.434   4.306E-01   -1.610E+03  4.614E+03 -6.392E+02  2.252E+01
 34  4  1.434  1.475   4.306E-01   -6.637E+02  4.194E+03 -1.104E+04  2.806E+04  
 34  5  1.475  1.652   4.306E-01   -4.265E+02  9.660E+03  5.343E+03 -1.174E+03  
 34  6  1.652 12.658   4.306E-01   -3.968E+01  1.459E+03  3.327E+04 -2.228E+04  
 34  7  12.658  100.   4.306E-01   -3.461E+00  4.401E+02  4.690E+05 -1.943E+06  
 34  8   100.  500.    4.306E-01    8.564E-01 -3.723E+02  5.020E+05 -1.430E+06  
 34  9   500.  100000. 4.306E-01    2.590E-01  3.237E+02  2.541E+05  2.321E+07  
 35  1  .01    .035    4.380E-01    2.129E+03  0.         0.         0.
 35  2  .035   .1      4.380E-01    1.451E+04 -1.941E+03  8.744E+01 -1.214E+00
 35  3   .1    .5      4.380E-01   -3.534E+03  6.788E+03 -1.134E+03  5.165E+01 
 35  4   .5   1.551    4.380E-01   -3.347E+02  2.195E+03  1.033E+03 -2.839E+02
 35  5  1.551 1.597    4.380E-01    1.461E+02 -1.050E+03  3.457E+03  2.000E+04  
 35  6  1.597  1.782   4.380E-01   -4.318E+02  1.007E+04  6.548E+03 -1.535E+03  
 35  7  1.782 13.474   4.380E-01   -4.033E+01  1.607E+03  3.681E+04 -2.478E+04  
 35  8  13.474 100.    4.380E-01   -3.955E+00  5.482E+02  5.202E+05 -2.262E+06  
 35  9  100.  500.     4.380E-01    9.718E-01 -4.209E+02  5.662E+05 -2.099E+06  
 35 10  500.  100000.  4.380E-01    2.907E-01  3.653E+02  2.908E+05  2.417E+07  
 36  1   .01  .0305    4.296E-01    3.691E+03  0.         0.         0.
 36  2  .0305  .097    4.296E-01    2.024E+03 -2.083E+02  4.439E+00  1.056E-01
 36  3   .097  .3      4.296E-01    7.648E+02  5.257E+03 -9.960E+02  4.686E+01
 36  4    .3  1.675    4.296E-01   -2.451E+02  2.199E+03  1.217E+03 -3.120E+02
 36  5  1.675 1.727    4.296E-01    3.611E+02 -2.974E+03  1.308E+04  1.268E+04  
 36  6  1.727  1.921   4.296E-01   -4.163E+02  1.017E+04  7.535E+03 -1.891E+03  
 36  7  1.921 14.323   4.296E-01   -9.924E-01  8.455E+02  4.446E+04 -3.490E+04  
 36  8  14.323 100.    4.296E-01   -3.076E+00  4.257E+02  5.613E+05 -2.587E+06  
 36  9  100.   500.    4.296E-01    1.050E+00 -4.435E+02  6.114E+05 -3.028E+06  
 36 10  500.  100000.  4.296E-01    3.136E-01  3.952E+02  3.252E+05  2.248E+07  
 37  1  .01   .0305    4.329E-01    4.606E+03  0.         0.         0.
 37  2  .0305  .111    4.329E-01    1.441E+03 -1.761E+02  6.821E+00  4.470E-02
 37  3   .111 .3       4.329E-01   -6.763E+02  6.772E+03 -1.372E+03  7.035E+01
 37  4   .3   1.805    4.329E-01   -3.457E+02  2.591E+03  1.242E+03 -3.481E+02
 37  5  1.805 1.863    4.329E-01    3.524E+02 -3.194E+03  1.657E+04  1.224E+04  
 37  6  1.863 2.065    4.329E-01   -4.025E+02  1.067E+04  8.396E+03 -2.275E+03  
 37  7  2.065 15.200   4.329E-01    5.234E+00  7.494E+02  5.033E+04 -4.276E+04  
 37  8  15.200 100.    4.329E-01   -2.207E+00  2.653E+02  6.269E+05 -3.163E+06  
 37  9  100.   500.    4.329E-01    1.101E+00 -4.280E+02  6.664E+05 -3.481E+06  
 37 10  500.  100000.  4.329E-01    3.467E-01  4.515E+02  3.525E+05  2.783E+07  
 38  1   .01   .0307   4.337E-01    4.850E+03  0.         0.         0.
 38  2  .0307  .133    4.337E-01    7.854E+02 -6.513E+01  2.134E+00  1.138E-01
 38  3  .133   .3      4.337E-01   -2.484E+03  8.950E+03 -2.019E+03  1.171E+02
 38  4   .3    1.94    4.337E-01   -3.209E+02  2.818E+03  1.344E+03 -3.984E+02
 38  5  1.94   2.007   4.337E-01    2.746E+02 -2.830E+03  2.149E+04  7.655E+03  
 38  6  2.007  2.216   4.337E-01   -4.181E+02  1.025E+04  1.159E+04 -3.199E+03  
