278	0.00353758
278.25	-0.00787354
278.5	-0.00774977
278.75	-0.00565872
279	-0.00468687
279.25	-0.00343567
279.5	-0.00546124
279.75	-0.00665769
280	0
280.25	-0.00990053
280.5	0.000583582
280.75	-0.00795643
281	-0.003734
281.25	-0.000496003
281.5	-0.00104418
281.75	0.000991513
282	0.00322921
282.25	-0.00856158
282.5	0.00625014
282.75	-0.000763875
283	0.0167701
283.025	0.0131667
283.05	0.0101765
283.075	0.0112665
283.1	0.00848791
283.125	0.0172554
283.15	0.00811801
283.175	0.0198946
283.2	0.00927565
283.225	0.0225601
283.25	0.0124726
283.275	0.0201783
283.3	0.0220622
283.325	0.0256502
283.35	0.0152748
283.375	0.0373903
283.4	0.0329718
283.425	0.0398285
283.45	0.0356227
283.475	0.0350582
283.5	0.0392665
283.525	0.0547557
283.55	0.0624858
283.575	0.0665367
283.6	0.0724008
283.625	0.0998756
283.65	0.102598
283.675	0.121646
283.7	0.144536
283.725	0.165521
283.75	0.176685
283.775	0.197512
283.8	0.199163
283.825	0.209986
283.85	0.222733
283.875	0.241333
283.9	0.261562
283.925	0.267921
283.95	0.278379
283.975	0.287103
284	0.30784
284.025	0.335631
284.05	0.358967
284.075	0.388467
284.1	0.437396
284.125	0.473957
284.15	0.520294
284.175	0.574399
284.2	0.609442
284.225	0.629344
284.25	0.674933
284.275	0.720527
284.3	0.729061
284.325	0.726781
284.35	0.733758
284.375	0.732884
284.4	0.715081
284.425	0.693211
284.45	0.677151
284.475	0.647436
284.5	0.628099
284.525	0.627258
284.55	0.613925
284.575	0.608574
284.6	0.61576
284.625	0.607871
284.65	0.621337
284.675	0.656467
284.7	0.687135
284.725	0.715063
284.75	0.766699
284.775	0.821942
284.8	0.885556
284.825	0.955225
284.85	1.0272
284.875	1.11449
284.9	1.20742
284.925	1.34623
284.95	1.4214
284.975	1.51237
285	1.61857
285.025	1.6914
285.05	1.75287
285.075	1.81951
285.1	1.85857
285.125	1.87561
285.15	1.90642
285.175	1.96563
285.2	2.00515
285.225	2.05606
285.25	2.16725
285.275	2.31734
285.3	2.47046
285.325	2.60467
285.35	2.90532
285.375	3.04281
285.4	3.18922
285.425	3.33864
285.45	3.43589
285.475	3.44219
285.5	3.41824
285.525	3.39878
285.55	3.27291
285.575	3.21556
285.6	3.1247
285.625	3.0095
285.65	2.91136
285.675	2.81501
285.7	2.72361
285.725	2.56457
285.75	2.42079
285.775	2.32777
285.8	2.22036
285.825	2.09029
285.85	1.97604
285.875	1.85854
285.9	1.74246
285.925	1.61921
285.95	1.51261
285.975	1.45606
286	1.34057
286.025	1.22616
286.05	1.15451
286.075	1.08523
286.1	1.02597
286.125	0.940184
286.15	0.901887
286.175	0.849613
286.2	0.805837
286.225	0.760782
286.25	0.72893
286.275	0.722187
286.3	0.678708
286.325	0.672133
286.35	0.655859
286.375	0.642154
286.4	0.637472
286.425	0.617851
286.45	0.613973
286.475	0.617144
286.5	0.618294
286.525	0.611866
286.55	0.612577
286.575	0.612994
286.6	0.619104
286.625	0.62796
286.65	0.623213
286.675	0.628627
286.7	0.641892
286.725	0.643785
286.75	0.646552
286.775	0.652032
286.8	0.668736
286.825	0.67969
286.85	0.680522
286.875	0.714776
286.9	0.72053
286.925	0.745557
286.95	0.77645
286.975	0.790927
287	0.824788
287.025	0.83946
287.05	0.871233
287.075	0.921567
287.1	0.942962
287.125	0.974881
287.15	1.00726
287.175	1.04038
287.2	1.07477
287.225	1.10996
287.25	1.14112
287.275	1.16412
287.3	1.20198
287.325	1.22854
287.35	1.23884
287.375	1.27649
287.4	1.29063
287.425	1.31495
287.45	1.33503
287.475	1.34648
287.5	1.37279
287.525	1.37875
287.55	1.39242
287.575	1.40052
287.6	1.42719
287.625	1.41769
287.65	1.43423
287.675	1.45583
287.7	1.4615
287.725	1.46277
287.75	1.48963
287.775	1.49801
287.8	1.50321
287.825	1.5262
287.85	1.54327
287.875	1.55118
287.9	1.55568
287.925	1.57177
287.95	1.59325
287.975	1.60314
288	1.62359
288.025	1.62794
288.05	1.6415
288.075	1.66387
288.1	1.67901
288.125	1.68304
288.15	1.70303
288.175	1.70891
288.2	1.7338
288.225	1.74646
288.25	1.75481
288.275	1.7765
288.3	1.78242
288.325	1.79784
288.35	1.82301
288.375	1.83185
288.4	1.86048
288.425	1.88437
288.45	1.89439
288.475	1.89066
288.5	1.92357
288.525	1.94257
288.55	1.96514
288.575	1.97132
288.6	1.97517
288.625	1.99546
288.65	2.00747
288.675	2.01097
288.7	2.01734
288.725	2.02776
288.75	2.04533
288.775	2.04446
288.8	2.04579
288.825	2.04124
288.85	2.05222
288.875	2.05285
288.9	2.05578
288.925	2.05599
288.95	2.05598
288.975	2.06209
289	2.05267
289.025	2.06159
289.05	2.04526
289.075	2.04594
289.1	2.04762
289.125	2.03294
289.15	2.01711
289.175	2.02443
289.2	2.02369
289.225	2.01618
289.25	1.99187
289.275	1.99464
289.3	1.98581
289.325	1.97319
289.35	1.96382
289.375	1.95955
289.4	1.95488
289.425	1.94899
289.45	1.93769
289.475	1.94521
289.5	1.94331
289.525	1.92953
289.55	1.92648
289.575	1.9148
289.6	1.91982
289.625	1.9244
289.65	1.91627
289.675	1.9227
289.7	1.91314
289.725	1.9273
289.75	1.91525
289.775	1.92073
289.8	1.93684
289.825	1.92846
289.85	1.94523
289.875	1.94618
289.9	1.95516
289.925	1.96308
289.95	1.97728
289.975	1.96926
290	1.99855
290.025	2.01004
290.05	1.99771
290.075	2.02484
290.1	2.02675
290.125	2.06313
290.15	2.04765
290.175	2.05624
290.2	2.07229
290.225	2.08219
290.25	2.09569
290.275	2.09318
290.3	2.10541
290.325	2.11875
290.35	2.13472
290.375	2.1515
290.4	2.15932
290.425	2.16167
290.45	2.16819
290.475	2.17793
290.5	2.17772
290.525	2.17755
290.55	2.19593
290.575	2.20778
290.6	2.20414
290.625	2.21369
290.65	2.23053
290.675	2.21851
290.7	2.24792
290.725	2.23161
290.75	2.23762
290.775	2.24901
290.8	2.24832
290.825	2.25702
290.85	2.27978
290.875	2.26782
290.9	2.30099
290.925	2.2885
290.95	2.2976
290.975	2.30124
291	2.29855
291.025	2.31497
291.05	2.32732
291.075	2.33089
291.1	2.31733
291.125	2.34804
291.15	2.35007
291.175	2.34366
291.2	2.374
291.225	2.36395
291.25	2.37177
291.275	2.37776
291.3	2.37807
291.325	2.38671
291.35	2.39382
291.375	2.39907
291.4	2.40964
291.425	2.40041
291.45	2.41622
291.475	2.40719
291.5	2.40357
291.75	2.46119
292	2.49676
292.25	2.56688
292.5	2.5856
292.75	2.65877
293	2.69097
293.25	2.71982
293.5	2.75203
293.75	2.74697
294	2.75384
294.25	2.75084
294.5	2.70685
294.75	2.73304
295	2.70743
295.25	2.69664
295.5	2.68828
295.75	2.68633
296	2.67523
296.25	2.65282
296.5	2.61874
296.75	2.61854
297	2.59817
297.25	2.60316
297.5	2.58133
297.75	2.55308
298	2.5815
298.25	2.56396
298.5	2.52913
298.75	2.53123
299	2.53149
299.25	2.53979
299.5	2.51723
299.75	2.52714
300	2.51232
300.5	2.5095
301	2.48498
301.5	2.47533
302	2.4572
302.5	2.43617
303	2.3964
303.5	2.3442
304	2.29271
304.5	2.21609
305	2.15662
305.5	2.09172
306	2.03525
306.5	1.97773
307	1.9069
307.5	1.85708
308	1.79995
308.5	1.758
309	1.71643
309.5	1.66551
310	1.62897
310.5	1.59795
311	1.57012
311.5	1.54683
312	1.5243
312.5	1.50743
313	1.48567
313.5	1.47668
314	1.46113
314.5	1.43911
315	1.43873
315.5	1.42006
316	1.40323
316.5	1.39537
317	1.38855
317.5	1.37831
318	1.36736
318.5	1.36866
319	1.36391
319.5	1.35526
320	1.34297
320.5	1.33635
321	1.33164
321.5	1.32104
322	1.32116
322.5	1.32802
323	1.32056
323.5	1.30999
324	1.31185
324.5	1.30451
325	1.30803
325.5	1.29475
326	1.28334
326.5	1.2797
327	1.2766
327.5	1.2572
328	1.26354
328.5	1.24945
329	1.25649
329.5	1.23996
330	1.23576
332	1.19633
334	1.16014
336	1.12475
338	1.105
340	1.0746
342	1.05274
344	1.0444
346	1.03464
348	1.00694
350	1
352	0.990529
354	0.976274
356	0.952953
358	0.950614
360	0.940343
362	0.925367
364	0.914999
366	0.899624
368	0.901236
370	0.881872
372	0.861045
374	0.856765
376	0.835679
378	0.827363
380	0.812048
382	0.798136
384	0.786715
386	0.777168
388	0.765798
