1.300000000000000000e+02 7.046700000000000359e-03
1.302500000000000000e+02 5.610200000000000083e-03
1.305000000000000000e+02 5.450799999999999569e-03
1.307500000000000000e+02 5.701900000000000197e-03
1.310000000000000000e+02 3.500099999999999913e-03
1.312500000000000000e+02 5.201700000000000074e-03
1.315000000000000000e+02 3.712399999999999815e-03
1.317500000000000000e+02 3.912699999999999859e-03
1.320000000000000000e+02 4.377999999999999947e-03
1.322500000000000000e+02 2.457800000000000002e-03
1.325000000000000000e+02 3.996600000000000326e-03
1.327500000000000000e+02 1.652899999999999899e-03
1.330000000000000000e+02 3.231299999999999884e-03
1.332500000000000000e+02 2.252099999999999935e-03
1.335000000000000000e+02 2.134899999999999905e-03
1.337500000000000000e+02 2.977299999999999999e-03
1.340000000000000000e+02 9.068999999999999805e-04
1.342500000000000000e+02 2.488100000000000034e-03
1.345000000000000000e+02 1.554400000000000052e-03
1.347500000000000000e+02 2.052099999999999844e-03
1.350000000000000000e+02 2.135000000000000179e-03
1.352500000000000000e+02 1.075400000000000010e-03
1.355000000000000000e+02 2.058100000000000207e-03
1.357500000000000000e+02 4.783200000000000147e-04
1.360000000000000000e+02 1.995799999999999831e-03
1.362500000000000000e+02 1.150299999999999934e-03
1.365000000000000000e+02 6.016599999999999553e-04
1.367500000000000000e+02 1.288199999999999979e-03
1.370000000000000000e+02 -5.901100000000000269e-04
1.372500000000000000e+02 8.282199999999999545e-04
1.375000000000000000e+02 -2.550900000000000259e-04
1.377500000000000000e+02 8.790099999999999747e-05
1.380000000000000000e+02 7.743599999999999789e-04
1.382500000000000000e+02 -6.056199999999999648e-04
1.385000000000000000e+02 3.442199999999999861e-03
1.387500000000000000e+02 1.443300000000000008e-03
1.390000000000000000e+02 3.800300000000000054e-04
1.392500000000000000e+02 -9.890499999999999986e-04
1.395000000000000000e+02 -1.206500000000000107e-03
1.397500000000000000e+02 2.999999999999999737e-04
1.400000000000000000e+02 7.785000000000000036e-04
1.402500000000000000e+02 2.491499999999999791e-03
1.405000000000000000e+02 1.152400000000000012e-04
1.407500000000000000e+02 2.096100000000000046e-03
1.410000000000000000e+02 1.947100000000000003e-03
1.412500000000000000e+02 9.060999999999999610e-04
1.415000000000000000e+02 4.751000000000000015e-03
1.417500000000000000e+02 3.933400000000000091e-03
1.420000000000000000e+02 1.001499999999999960e-02
1.422500000000000000e+02 1.584299999999999944e-02
1.425000000000000000e+02 1.237399999999999958e-02
1.427500000000000000e+02 8.957700000000000731e-03
1.430000000000000000e+02 8.411000000000000074e-03
1.432500000000000000e+02 5.414600000000000316e-03
1.435000000000000000e+02 2.501399999999999978e-03
1.437500000000000000e+02 3.761099999999999860e-03
1.440000000000000000e+02 5.527400000000000022e-03
1.442500000000000000e+02 6.055600000000000392e-03
1.445000000000000000e+02 9.310900000000000426e-03
1.447500000000000000e+02 1.109599999999999996e-02
1.450000000000000000e+02 1.564400000000000165e-02
1.452500000000000000e+02 1.997200000000000017e-02
1.455000000000000000e+02 2.545100000000000140e-02
1.457500000000000000e+02 3.226099999999999801e-02
1.460000000000000000e+02 3.551399999999999696e-02
1.462500000000000000e+02 4.304899999999999699e-02
1.465000000000000000e+02 4.727900000000000158e-02
1.467500000000000000e+02 5.296399999999999719e-02
1.470000000000000000e+02 5.648399999999999949e-02
1.472500000000000000e+02 5.939799999999999941e-02
1.475000000000000000e+02 6.318699999999999317e-02
1.477500000000000000e+02 6.231699999999999739e-02
1.480000000000000000e+02 6.481900000000000162e-02
1.482500000000000000e+02 6.380299999999999860e-02
1.485000000000000000e+02 6.153000000000000136e-02
1.487500000000000000e+02 5.992700000000000110e-02
1.490000000000000000e+02 5.566100000000000214e-02
1.492500000000000000e+02 5.469399999999999956e-02
1.495000000000000000e+02 5.066500000000000170e-02
1.497500000000000000e+02 4.685399999999999981e-02
1.500000000000000000e+02 4.409500000000000225e-02
1.502500000000000000e+02 4.022699999999999887e-02
1.505000000000000000e+02 3.936599999999999822e-02
1.507500000000000000e+02 3.445299999999999752e-02
1.510000000000000000e+02 3.281900000000000095e-02
1.512500000000000000e+02 3.056100000000000136e-02
1.515000000000000000e+02 2.779699999999999879e-02
1.517500000000000000e+02 2.685500000000000040e-02
1.520000000000000000e+02 2.361200000000000104e-02
1.522500000000000000e+02 2.361200000000000104e-02
1.525000000000000000e+02 2.233200000000000116e-02
1.527500000000000000e+02 2.150900000000000034e-02
1.530000000000000000e+02 2.105599999999999833e-02
1.532500000000000000e+02 1.881899999999999892e-02
1.535000000000000000e+02 2.015000000000000124e-02
1.537500000000000000e+02 1.876799999999999996e-02
1.540000000000000000e+02 1.918100000000000013e-02
1.542500000000000000e+02 1.925100000000000075e-02
1.545000000000000000e+02 1.795300000000000021e-02
1.547500000000000000e+02 1.946000000000000160e-02
1.550000000000000000e+02 1.821499999999999855e-02
1.552500000000000000e+02 1.876500000000000043e-02
1.555000000000000000e+02 1.832100000000000048e-02
1.557500000000000000e+02 1.728499999999999828e-02
1.560000000000000000e+02 1.796599999999999933e-02
1.562500000000000000e+02 1.495900000000000007e-02
1.565000000000000000e+02 1.652700000000000002e-02
1.567500000000000000e+02 1.476500000000000035e-02
1.570000000000000000e+02 1.453699999999999957e-02
1.572500000000000000e+02 1.390399999999999969e-02
1.575000000000000000e+02 1.204599999999999942e-02
1.577500000000000000e+02 1.303200000000000018e-02
1.580000000000000000e+02 1.111999999999999968e-02
1.582500000000000000e+02 1.108199999999999984e-02
1.585000000000000000e+02 1.086999999999999945e-02
1.587500000000000000e+02 9.713100000000000553e-03
1.590000000000000000e+02 1.041300000000000038e-02
1.592500000000000000e+02 8.314000000000000209e-03
1.595000000000000000e+02 9.779499999999999998e-03
1.597500000000000000e+02 9.136200000000000571e-03
1.600000000000000000e+02 8.510300000000000156e-03
1.602500000000000000e+02 9.018500000000000474e-03
1.605000000000000000e+02 7.356099999999999965e-03
1.607500000000000000e+02 8.751999999999999363e-03
1.610000000000000000e+02 7.063800000000000287e-03
1.612500000000000000e+02 7.373000000000000213e-03
1.615000000000000000e+02 7.209100000000000404e-03
1.617500000000000000e+02 5.552099999999999917e-03
1.620000000000000000e+02 6.712899999999999943e-03
1.622500000000000000e+02 5.074799999999999971e-03
1.625000000000000000e+02 5.572800000000000149e-03
1.627500000000000000e+02 5.218999999999999681e-03
1.630000000000000000e+02 3.771299999999999999e-03
1.632500000000000000e+02 5.191999999999999567e-03
1.635000000000000000e+02 2.892800000000000059e-03
1.637500000000000000e+02 3.893199999999999873e-03
1.640000000000000000e+02 3.415699999999999813e-03
1.642500000000000000e+02 2.877699999999999963e-03
1.645000000000000000e+02 3.853599999999999994e-03
1.647500000000000000e+02 1.597499999999999962e-03
